,datetime,Maesang (Cakalang),Deho (Tongkol),Malalugis (Layang),Tude (Selar),B. Tuna (Panitang),sst_dailymean (C),chlorofil_dailymean (mg/m^3),eastward_seawater_dailymean (m/s),northward_seawater_dailymean (m/s),eastward_wind_dailymean (m/s),northward_wind_dailymean (m/s),season,wind_magnitude_dailymean (m/s),wind_direction,seawater_magnitude_dailymean (m/s),seawater_direction
312,11/12/2018,11727,6310,4065,0,5350,29.743574,0.119472507,0.371017879,0.214021946,4.167448907,1.619489721,Peralihan 2,4.4710599804610265,East,0.42832191154234167,North East
313,11/13/2018,11900,2870,2075,455,3420,29.4671435,0.108248137,0.387236289,0.259668922,1.193767276,0.02294315,Peralihan 2,1.1939877291582115,East,0.4662401661924181,North East
314,11/14/2018,15460,3740,7870,0,2640,29.64142943,0.118622042,0.347082648,0.261238442,1.684428926,-1.620255451,Peralihan 2,2.337205282648644,South East,0.43440981586662986,North East
315,11/15/2018,28705,13325,10825,50,11260,29.65500086,0.121214468,0.329992292,0.215853057,-0.078000715,-1.822737821,Peralihan 2,1.8244060062508949,South,0.39431897620537937,North East
316,11/16/2018,36871,13684,5635,0,13923,29.46571343,0.123363248,0.196016027,0.13144758,-0.527256624,-2.608222871,Peralihan 2,2.660982166862333,South,0.23601006149891393,North East
317,11/17/2018,57374,19711,17940,80,20532,29.36714171,0.119798165,0.084928653,0.146488846,3.115845007,-1.142199738,Peralihan 2,3.318600661292964,East,0.16932766490684895,North East
318,11/18/2018,17553,6860,5395,0,7328,29.50999229,0.125141758,0.108471503,0.173345136,4.044696329,-0.551677777,Peralihan 2,4.082146097760556,East,0.2044861930251955,North East
319,11/19/2018,11300,6300,2850,750,2025,29.39214,0.13005832,0.132624723,0.229542788,5.575616371,0.473077687,Peralihan 2,5.595650133317887,East,0.2651022607856064,North East
320,11/20/2018,4200,700,1105,520,500,29.52714093,0.12739507,0.218774118,0.236126066,6.137093229,0.685666689,Peralihan 2,6.175277492537633,East,0.32189693032291294,North East
321,11/21/2018,1160,900,1650,0,1010,29.48714336,0.125505501,0.299691763,0.231243103,1.596200471,1.470127592,Peralihan 2,2.1700532436740674,North East,0.3785347084417977,North East
322,11/22/2018,12010,6390,3060,0,4500,29.49857007,0.126733273,0.293457264,0.188299206,2.138032266,-1.196721484,Peralihan 2,2.450168214781234,South East,0.3486742846477155,North East
323,11/23/2018,42531,16131,6605,700,12050,29.53713979,0.1249173,0.264246697,0.114488008,2.534723129,-1.941025514,Peralihan 2,3.19255405383942,South East,0.28798232732446943,North East
324,11/24/2018,53050,6505,12140,70,15028,29.709283,0.119161969,0.270917168,0.039674061,2.689954021,-2.502197886,Peralihan 2,3.673805505983808,South East,0.273806762212645,East
325,11/25/2018,17852,6570,3743,70,6682,29.64428714,0.12338076,0.310504031,0.007106455,1.033537955,-0.253330913,Peralihan 2,1.0641321609212813,East,0.31058534249045944,East
326,11/26/2018,13126,4500,2110,0,5458,29.44714136,0.122971172,0.331649001,0.064524846,2.04892045,-0.222633782,Peralihan 2,2.0609805460789348,East,0.337867600719012,East
327,11/27/2018,17500,4285,3330,410,5621,29.5699985,0.118568709,0.351442436,0.109517851,0.352912006,0.052589189,Peralihan 2,0.3568087818126422,East,0.3681113221693572,East
328,11/28/2018,24855,8485,3201,300,13639,29.47785743,0.110915906,0.286917593,0.069407813,-2.259486336,-1.621737771,Peralihan 2,2.781242869736254,South West,0.29519341062828053,East
329,11/29/2018,29010,7610,2970,500,7850,29.46428357,0.133227506,0.1658899,0.090029605,-2.931672993,-2.235949582,Peralihan 2,3.6870282167528297,South West,0.18874530112950103,North East
330,11/30/2018,41180,19610,8960,0,15007,29.43214414,0.142105984,0.070715746,0.164451168,-2.574853543,-3.12689365,Peralihan 2,4.050596828408128,South West,0.17901090298889827,North East
331,12/1/2018,35720,6994,6573,767,10881,29.42571157,0.132239925,0.110346209,0.201116976,-2.028465019,-2.708480321,Barat,3.383864060885268,South West,0.2293999212642765,North East
332,12/2/2018,26161,5705,7675,0,7589,29.23857114,0.124293531,0.126390226,0.257794211,-3.04868325,-1.749404342,Barat,3.514951651251979,South West,0.2871103349819431,North East
333,12/3/2018,8780,2413,1520,0,2899,29.34356671,0.118001087,0.121550864,0.282993773,-5.453332071,-2.206060986,Barat,5.882647002034751,West,0.3079936494408968,North East
334,12/4/2018,14334,5818,2765,680,8532,29.47928286,0.105046041,0.053756174,0.269565633,-4.530502329,-3.323446879,Barat,5.618785501388113,South West,0.27487334672137453,
335,12/5/2018,21209,10560,6265,300,9483,29.47856579,0.116588552,-0.005667724,0.242709342,-4.321450921,-2.986209871,Barat,5.252845653193094,South West,0.24277550903955106,
336,12/6/2018,15530,7155,3939,500,5715,29.47071393,0.121692232,-0.061865379,0.183459837,-3.877007436,-2.050608029,Barat,4.38590696976105,South West,0.19361001242415177,
337,12/7/2018,36716,7470,7360,370,11540,29.40070879,0.124471775,-0.072416063,0.136548529,-3.713290857,-2.318715921,Barat,4.377781688364402,South West,0.15456256646576433,North West
338,12/8/2018,26851,9344,5772,630,6364,29.115714,0.106825552,-0.071674898,0.05916231,-3.541390757,-2.931149021,Barat,4.597073316478028,South West,0.0929379896912264,North West
339,12/9/2018,3620,950,700,0,1345,29.26785507,0.13081142,-0.087370131,-0.006060106,-3.665910179,-2.302168043,Barat,4.328842239988224,South West,0.08758004724643849,West
340,12/10/2018,12510,2345,1390,200,3770,29.172858,0.124839965,-0.116406317,-0.08270516,-4.827572814,-4.319257136,Barat,6.47776516102265,South West,0.14279556760673662,South West
341,12/11/2018,2455,650,897,0,860,29.15070886,0.129518877,-0.176832964,-0.166369478,-3.019041229,-3.514475107,Barat,4.633157154697484,South West,0.24279353444236892,South West
342,12/12/2018,12118,4710,5180,400,6276,29.03070943,0.119015989,-0.205563962,-0.224136656,-1.315198068,-3.430684671,Barat,3.6741452434417057,South,0.3041279057173146,South West
343,12/13/2018,34707,14115,11445,0,16712,28.99500157,0.124905182,-0.21519909,-0.213542369,-2.783277229,-1.972854524,Barat,3.411566664501396,South West,0.303168256410463,South West
344,12/14/2018,12760,4030,3640,0,6555,28.95785957,0.121481671,-0.183895819,-0.194141318,-1.036075423,-3.730864179,Barat,3.872053693363507,South,0.2674107768966275,South West
345,12/15/2018,33379,9401,7394,150,16308,28.8321445,0.115677824,-0.166718255,-0.18450619,-0.789128814,-2.247242003,Barat,2.3817684407037767,South,0.24867149152759976,South West
346,12/16/2018,4407,2860,1180,0,2215,28.93714243,0.109703561,-0.072852043,-0.191307459,2.729523079,-1.396023661,Barat,3.065807936069297,South East,0.20470946250310595,South
347,12/17/2018,3000,3500,2200,0,2500,28.82713979,0.108055394,0.062868127,-0.184724178,3.953701186,-0.645925218,Barat,4.006116879900804,East,0.19512924775713097,South
348,12/18/2018,4105,1465,1000,400,2260,29.04500029,0.105388973,0.12979086,-0.189301954,3.885048114,0.158748916,Barat,3.888290121174876,East,0.2295231951846212,South East
349,12/19/2018,1100,200,1025,550,150,29.07500343,0.109976968,0.14701202,-0.144526939,3.372974607,2.452624036,Barat,4.170410334898921,North East,0.2061566640232377,South East
350,12/20/2018,11220,5850,2420,70,4090,29.07857407,0.103512765,0.244278869,-0.049178398,4.919703757,-1.793496106,Barat,5.236421806813989,East,0.24918001659395878,East
351,12/21/2018,15175,5530,5175,40,5170,28.97642729,0.105118206,0.34520794,-0.035924645,5.914069393,-1.226960431,Barat,6.040004030169111,East,0.3470721855139355,East
352,12/22/2018,760,1345,1650,0,750,29.10928343,0.10490033,0.427389926,-0.031259674,6.1406037,-1.029976024,Barat,6.226384537632456,East,0.42853158117561385,East
353,12/23/2018,1321,450,150,0,600,29.04499821,0.101694955,0.442605581,0.0040982,7.15882265,-1.56171798,Barat,7.327189419088898,East,0.4426245537423196,East
354,12/28/2018,1870,970,630,0,420,28.89142936,0.109725562,0.508656366,0.201814541,8.07286455,-2.01621859,Barat,8.320834059474345,East,0.5472297576259597,East
355,12/30/2018,650,1230,820,0,210,28.80928264,0.118389273,0.285871244,0.273358653,-0.506797837,-3.203056986,Barat,3.24290272798172,South,0.39553422268633337,North East
356,1/4/2019,4970,4260,2155,560,2445,28.81785807,0.147960958,0.066443156,0.214501525,-3.010462536,-3.530969079,Barat,4.640110700997732,South West,0.224556445479897,
357,1/5/2019,8030,2445,1285,0,1480,28.73428336,0.127376432,0.039674062,0.304269539,-3.603185486,-2.550790464,Barat,4.41468884948355,South West,0.30684521107368185,
358,1/7/2019,23520,250,1790,0,790,28.78071157,0.138850594,-0.035009089,0.382571316,-5.573225093,-3.582229807,Barat,6.625194965237182,South West,0.3841698167979647,
359,1/8/2019,11550,3264,2903,500,3126,28.67571593,0.144535373,-0.088852461,0.342461275,-6.282842121,-5.564067029,Barat,8.39243391517721,South West,0.35380006317181767,
360,1/9/2019,1450,830,650,230,1020,28.593569,0.152860606,-0.102062615,0.300694507,-3.954843786,-3.981400186,Barat,5.611803347654268,South West,0.3175436409702,
361,1/10/2019,11625,5151,4795,250,4475,28.59500114,0.149064082,-0.066835537,0.316476941,-0.355147246,-3.430064843,Barat,3.4484017157990743,South,0.3234573282378927,
362,1/11/2019,14976,3380,2570,0,2822,28.60714286,0.133932506,-0.01905227,0.28029071,-1.491329438,-5.289113636,Barat,5.495342259328943,South,0.2809374861147173,
363,1/12/2019,24895,6160,4740,130,6350,28.72213957,0.138596303,-0.033831946,0.226272954,-2.165050532,-3.733775,Barat,4.316076871041395,South West,0.22878822146699998,
364,1/13/2019,16360,2320,3440,0,1680,28.65428371,0.154213526,-0.060949821,0.167110639,-2.619909371,-5.423113764,Barat,6.022797357502564,South West,0.17787874057042444,
365,1/14/2019,22630,850,1740,0,3000,28.62142936,0.152576189,-0.154031275,0.157911491,-5.097024129,-6.387930293,Barat,8.172227872485893,South West,0.2205939089548229,North West
366,1/15/2019,1190,610,1398,0,900,28.4271415,0.151026171,-0.217771361,0.134455833,-5.355502,-6.757535286,Barat,8.622394378218797,South West,0.2559350243704761,North West
367,1/16/2019,4530,240,630,0,1120,28.31142521,0.164004223,-0.224223849,0.132842709,-2.220149729,-4.539230821,Barat,5.053086310908919,South West,0.26062141085266477,North West
368,1/17/2019,7360,1190,1800,300,2240,28.29071264,0.168515431,-0.147535195,0.148581542,0.902299623,-2.356501079,Barat,2.5233394430781813,South,0.20938745995590516,North West
369,1/18/2019,20100,5930,5411,425,7615,28.54285307,0.156588576,-0.127916151,0.153726093,-3.485570864,-5.165274136,Barat,6.2313129553887965,South West,0.1999856328732128,North West
370,1/19/2019,12975,4645,6237,1230,5440,28.6078535,0.163995436,-0.099228754,0.123687159,1.960971007,-1.375594839,Barat,2.3953430759242047,South East,0.1585713054807956,North West
371,1/20/2019,16390,2330,1220,0,2370,28.73857107,0.150812865,0.135763769,0.166761858,4.84189055,1.213392989,Barat,4.991615634635108,East,0.21503794608556306,North East
372,1/21/2019,2115,250,425,300,200,28.72356957,0.157875451,0.309762872,0.124384724,7.048856679,-1.16966274,Barat,7.14524257155957,East,0.33380323011355745,East
373,1/22/2019,4650,1480,1830,0,2200,28.66714464,0.142102442,0.406724537,0.037973745,7.461333336,-1.991935772,Barat,7.722648721175794,East,0.40849339567144705,East
374,1/23/2019,2580,995,2160,250,660,28.64356993,0.135068908,0.376293216,0.023586447,5.228840271,-2.311681703,Barat,5.717048440901681,South East,0.3770317027647761,East
375,1/24/2019,3870,885,1966,0,994,28.62428079,0.13548537,0.235079717,0.068623048,2.914512207,-2.075025557,Barat,3.577724481699949,South East,0.2448909881184083,East
376,1/25/2019,7155,1610,3900,200,940,28.89285507,0.153529702,0.04420824,0.179841215,-0.137238149,0.214672107,Barat,0.2547909399189179,North West,0.1851951162870496,
377,1/26/2019,32265,4905,5635,0,5696,28.72428457,0.153957309,0.006888465,0.310634826,2.059475307,-1.682323437,Barat,2.659257544282283,South East,0.31071119399549557,
378,1/27/2019,10283,590,2730,0,2000,28.65428593,0.156072203,0.083053944,0.312117156,-1.656324775,-1.311640275,Barat,2.1127735257904185,South West,0.3229784461593118,
379,1/28/2019,5225,1220,2685,0,1265,28.66928529,0.154353624,0.064612045,0.271745527,-2.348156507,-3.563930143,Barat,4.267954667700963,South West,0.2793212269119369,
380,1/29/2019,9750,1650,1660,0,4025,28.50928157,0.164698566,0.105768434,0.24301453,2.469045843,-3.221356721,Barat,4.058734593289817,South East,0.2650340042747973,North East
381,1/30/2019,10728,2520,2180,0,3795,28.297856,0.163757993,0.155034031,0.194533702,-1.752713424,-3.117703421,Barat,3.576601594808249,South West,0.24875472253192252,North East
382,1/31/2019,14150,5220,2700,50,1850,28.18356964,0.161950995,0.132755514,0.179274441,-1.880045971,-2.897945457,Barat,3.4543683539570984,South West,0.22307700843714637,North East
383,2/1/2019,8110,2265,2670,0,1560,28.18357186,0.161836939,0.047347286,0.147535197,-1.974807264,-3.046283471,Barat,3.630386579365202,South West,0.1549464418610334,
384,2/2/2019,22310,7255,5985,170,2855,28.10071229,0.164746569,-0.036317026,0.223133902,-4.996822579,-2.990953129,Barat,5.823575920847868,South West,0.22607004356886887,
385,2/3/2019,11320,920,3800,0,410,28.19142807,0.164638775,-0.083446325,0.218207342,-3.912763771,-4.225090557,Barat,5.758568445586169,South West,0.2336187776243823,
386,2/4/2019,14168,1548,4880,625,4508,28.22785286,0.157448154,-0.090857962,0.26258997,-3.064701437,-3.5326671,Barat,4.67676509324258,South West,0.2778644662481951,
387,2/5/2019,5685,1067,3210,855,3060,28.25857321,0.125343415,-0.054410143,0.24855146,-2.153426236,-2.328067871,Barat,3.171300138094091,South West,0.2544372062600359,
388,2/6/2019,8180,620,1530,50,1270,28.72285679,0.140107558,-0.055325699,0.205345971,-3.994064207,-3.858665564,Barat,5.55354380773556,South West,0.21266852323691776,
389,2/7/2019,27040,3100,5750,0,4105,28.46000007,0.141082737,-0.125431074,0.117845045,-3.474783514,-4.655820536,Barat,5.809542609586878,South West,0.17210580744369292,North West
390,2/8/2019,8500,2610,7915,215,4570,28.36285614,0.143450873,-0.207307875,0.083053944,-4.2778365,-3.065229907,Barat,5.262653276010067,South West,0.223326023228308,West
391,2/9/2019,13190,4235,4130,0,4505,28.42713921,0.155992049,-0.24715633,0.089026852,-4.626704993,-3.58751215,Barat,5.854625736855325,South West,0.26270141194157826,West
392,2/10/2019,34068,2400,4940,0,2690,28.39928321,0.146877563,-0.297947849,0.071544107,-6.359771686,-4.009968157,Barat,7.518413430917539,South West,0.3064171665722308,West
393,2/11/2019,4205,1305,3075,500,450,28.31285736,0.146652867,-0.372020634,0.023586448,-7.425743107,-5.599453679,Barat,9.300297962668973,South West,0.37276758530083953,West
394,2/12/2019,1310,745,1135,100,1110,28.16642321,0.14350272,-0.41247945,0.021188564,-6.331292114,-5.40467925,Barat,8.32441094781962,South West,0.41302330674755466,West
395,2/13/2019,500,0,300,0,400,28.16285479,0.155293409,-0.344248784,0.05345099,-4.262469236,-4.9287796,Barat,6.516249867310383,South West,0.34837369822858144,West
396,2/14/2019,10145,815,2490,65,1580,28.0407105,0.159924328,-0.235515699,0.08553902,-4.673341707,-3.061780179,Barat,5.587004615614967,South West,0.25056849047320173,West
397,2/15/2019,1340,650,1986,50,280,27.98214286,0.163326478,-0.157780694,0.126215834,-5.017932407,-3.793983279,Barat,6.290783318677604,South West,0.20205242921439276,North West
398,2/16/2019,7460,2610,5380,0,1585,28.13000043,0.165918003,-0.074726751,0.066268762,-3.207773364,-3.780130536,Barat,4.957741100943808,South West,0.09987810636985787,North West
399,2/17/2019,3900,660,3954,0,1895,28.04071271,0.15292948,-0.103021767,0.020490999,-5.731222486,-4.460830493,Barat,7.262638630092416,South West,0.10503982823586627,West
400,2/18/2019,1030,210,1298,380,200,27.98214071,0.156346034,-0.176789365,0.005013756,-5.508617293,-3.79271665,Barat,6.688016452426375,South West,0.1768604459067396,West
401,2/19/2019,2458,1384,7814,50,1437,27.902856,0.149084926,-0.23834956,0.031303271,-5.863158307,-4.137607807,Barat,7.17610087007495,South West,0.2403963550628275,West
402,2/20/2019,16775,2880,7950,0,3670,27.72571007,0.151535469,-0.306536626,0.02846941,-5.392118629,-3.770536036,Barat,6.579656929353036,South West,0.3078558272718123,West
403,2/21/2019,4370,1160,3545,0,1860,27.49071821,0.150030144,-0.290318222,0.039238083,-3.917041621,-5.268038021,Barat,6.5647116959808605,South West,0.2929578419888366,West
404,2/22/2019,13860,2609,4564,450,2780,27.80071364,0.151071595,-0.237041621,0.062301358,-3.530510429,-4.674012407,Barat,5.85755033013526,South West,0.24509220570012383,West
405,2/23/2019,23615,8895,11245,300,10510,27.87428279,0.150306409,-0.198937085,0.072023683,-3.735865257,-3.637667886,Barat,5.214337624981277,South West,0.21157356805891828,West
406,2/24/2019,15620,2720,8785,0,2148,27.88999714,0.149795882,-0.170336882,0.024502003,-4.193374371,-3.920571871,Barat,5.740668289584069,South West,0.17209009710176218,West
407,2/25/2019,8764,2084,4805,0,3137,27.85785557,0.148851703,-0.144526941,0.054802523,-4.726301971,-2.80636615,Barat,5.496691849553176,South West,0.15456828006412895,West
408,2/26/2019,2025,3675,8200,0,2600,27.814283,0.129155976,-0.158565452,0.058333951,-4.921450693,-4.21145345,Barat,6.477423645643928,South West,0.16895517869315135,West
409,2/27/2019,5150,0,6110,230,760,27.95357179,0.137087046,-0.210708507,0.068099875,-5.03116085,-3.386512036,Barat,6.064737691652096,South West,0.2214399871233393,West
410,2/28/2019,4770,1470,1100,0,1590,28.10142514,0.15662689,-0.197934332,0.114967584,-1.792422006,-2.939207329,Barat,3.44263218634236,South West,0.2289007320981811,North West
411,3/1/2019,8390,4540,12390,100,3845,28.27500043,0.158075007,-0.13027044,0.10502727,-1.042817514,-1.672755839,Peralihan 1,1.971187577176189,South West,0.16733533691795796,North West
412,3/2/2019,8645,3410,21193,250,2930,28.40642657,0.138094624,-0.108515098,0.077473417,-1.996358721,-3.859150729,Peralihan 1,4.344938721323235,South West,0.1333328797994159,North West
413,3/3/2019,3820,1430,3575,0,1690,28.12571271,0.132216557,-0.134019855,0.026202321,-1.574280436,-2.138144664,Peralihan 1,2.6551876572784874,South West,0.13655725231567917,West
414,3/4/2019,3950,350,2890,250,600,28.17499643,0.142068497,-0.150761438,0.00636529,-4.418513821,-3.598346386,Peralihan 1,5.698364774214379,South West,0.1508957524405904,West
415,3/5/2019,500,1311,8200,0,150,28.16642757,0.106286314,-0.19292058,-0.005231743,-5.237863993,-3.755470471,Peralihan 1,6.445058391335091,South West,0.1929915058295428,West
416,3/6/2019,2130,1170,1840,200,1000,28.0792825,0.104933181,-0.227275703,-0.005536929,-2.627209382,-2.094672779,Peralihan 1,3.360042140800083,South West,0.22734313879441193,West
417,3/7/2019,9385,3180,9880,0,3900,28.04714536,0.108420559,-0.17055487,0.057723581,-2.537772057,-1.592738546,Peralihan 1,2.996181417939209,South West,0.18005825580678175,West
418,3/8/2019,2730,9090,2220,0,693,28.25856886,0.145000466,-0.066050776,0.152069376,0.077695139,0.406886174,Peralihan 1,0.4142377254869329,,0.1657944514368064,North West
419,3/9/2019,13240,940,7995,0,1432,28.06428314,0.146154953,-0.009068358,0.152200168,-1.949047807,-1.991423757,Peralihan 1,2.7864952779280827,South West,0.15247008315090665,
420,3/10/2019,1425,605,6515,265,905,28.16213986,0.147027724,-0.015608037,0.117278271,-1.737741344,-2.206249643,Peralihan 1,2.8084306054956305,South West,0.11831231410019336,
421,3/11/2019,7310,2150,13540,70,1120,28.4371425,0.140335789,0.022540098,0.066181568,0.122564921,-1.015099105,Peralihan 1,1.022471688034215,South,0.06991463338091838,
422,3/12/2019,500,0,1520,0,0,28.51857429,0.131563155,0.025635548,0.082094789,-1.005852236,-2.971656243,Peralihan 1,3.137272628769625,South,0.08600427723209367,
423,3/13/2019,2060,100,6050,0,200,28.26785486,0.130837507,-0.050835119,0.110694996,-2.351434514,-2.98647925,Peralihan 1,3.801092288318054,South West,0.12180965258625516,North West
424,3/14/2019,3010,0,3110,0,1390,28.58857093,0.130666855,-0.048611625,0.112133722,-0.005255863,-4.427168671,Peralihan 1,4.427171790836649,South,0.12221727248925952,North West
425,3/15/2019,7170,2800,13974,0,2392,28.52428557,0.126143108,-0.011030262,0.10524526,-0.251551513,-3.192573129,Peralihan 1,3.2024680088496496,South,0.10582169641550944,
426,3/16/2019,865,820,8720,470,700,28.54428757,0.122424665,-0.033483166,0.105550449,0.322200618,-1.560181838,Peralihan 1,1.593104078792293,South,0.1107340042149888,
427,3/17/2019,3350,2760,7220,0,330,28.69142593,0.120763023,0.087370133,0.164974343,1.913450859,-1.456178179,Peralihan 1,2.404526788955281,South East,0.18668174519411193,North East
428,3/18/2019,450,230,10532,390,70,28.75857093,0.10959295,0.185116561,0.12979086,3.044936843,0.515471521,Peralihan 1,3.0882602330148377,East,0.22608363164105078,North East
429,3/19/2019,1240,270,1258,100,620,28.639995,0.109763928,0.319746785,0.119283773,0.67825288,-0.448051437,Peralihan 1,0.8128819467955106,South East,0.34127206891123063,East
430,3/20/2019,7680,1260,8165,0,3100,28.53000307,0.114804857,0.166456669,0.116842293,-4.743738329,-0.836144898,Peralihan 1,4.816865331777,West,0.20337144363964527,North East
431,3/21/2019,5250,730,14240,0,1520,28.37928121,0.097760293,-0.067533103,0.127218588,-5.071659871,-2.696729779,Peralihan 1,5.744047819095617,South West,0.1440322503244407,North West
432,3/22/2019,10618,1850,11824,100,3578,28.29856643,0.134691574,-0.213019193,0.141039112,-5.209803007,-2.412666857,Peralihan 1,5.741342067375231,South West,0.2554783898886945,North West
433,3/23/2019,6340,1670,9930,150,1565,28.39714043,0.141026378,-0.258840558,0.135327793,-3.942010514,-3.7971905,Peralihan 1,5.47339954560023,South West,0.29208225900249785,North West
434,3/24/2019,8490,5000,7325,125,4040,28.34357107,0.134167265,-0.281947433,0.157170322,-6.555896836,-2.709073286,Peralihan 1,7.093578884681106,West,0.3227953919944849,North West
435,3/25/2019,3220,1115,21000,100,1340,28.25642843,0.129953712,-0.310286044,0.146794035,-5.270667914,-3.113148664,Peralihan 1,6.121407915164133,South West,0.343257800803931,North West
436,3/26/2019,900,0,2580,0,120,28.28643157,0.133845289,-0.300825305,0.163884398,-3.903069157,-2.6162812,Peralihan 1,4.6988164639404815,South West,0.3425696426074053,North West
437,3/28/2019,15940,3480,8722,100,3500,28.57428629,0.132194437,-0.053494587,0.1044169,-0.300582786,-2.81868285,Peralihan 1,2.8346645339658174,South,0.11732246095232818,North West
438,3/29/2019,10415,5240,14310,400,1140,28.70857021,0.122601836,0.042725914,0.025025175,-0.041174948,-2.284703814,Peralihan 1,2.285074811477504,South,0.049515281589788226,North East
439,3/30/2019,5700,3180,27070,0,1720,28.48571343,0.127091574,0.029777345,-0.029210574,-3.7602995,-3.703104821,Peralihan 1,5.277578767296012,South West,0.041712682827390775,South East
440,3/31/2019,4750,2650,8195,200,3240,28.47071393,0.139567498,-0.07756061,-0.057026016,-5.150960843,-3.297546993,Peralihan 1,6.116061950075605,South West,0.09626845134520631,South West
441,4/1/2019,1750,600,2150,0,470,28.53999557,0.13503717,-0.131883559,0.009417142,-2.563647729,-2.326316071,Peralihan 1,3.461796663670432,South West,0.1322193469124494,West
442,4/2/2019,850,1690,5470,0,1150,28.48571129,0.132796022,-0.082748755,0.039804859,-0.2896792,-2.305294364,Peralihan 1,2.323423367275711,South,0.09182474205822691,North West
443,4/3/2019,750,0,2570,0,0,28.59571407,0.128420276,-0.081746006,0.050965907,-1.602876231,-3.210926714,Peralihan 1,3.588768949735216,South West,0.0963324097761739,North West
444,4/4/2019,9410,3085,10660,200,2740,28.42571364,0.138178012,-0.091947909,0.047783266,-2.542886736,-2.559549529,Peralihan 1,3.6079865220824834,South West,0.10362267357629332,North West
445,4/5/2019,4120,3820,7693,400,2930,28.32499471,0.122776424,-0.096264098,0.075816698,-1.433765899,-3.012486964,Peralihan 1,3.33627971869944,South West,0.1225354979562119,North West
446,4/6/2019,17830,4005,27790,0,3915,28.56642593,0.128593157,-0.036970995,0.045690572,-0.839764255,-2.715272014,Peralihan 1,2.842165743581349,South,0.05877484871079813,North West
447,4/7/2019,11490,5190,11537,0,4630,28.73928393,0.127713542,0.095261349,0.011117453,0.803865044,-0.893307864,Peralihan 1,1.20174787241308,South East,0.09590788484012673,East
448,4/8/2019,6050,1300,7800,0,440,29.01499936,0.128332782,0.22479062,-0.026725495,0.702012974,0.302289606,Peralihan 1,0.7643305708657477,North East,0.2263737505166609,East
449,4/9/2019,9100,400,2285,50,860,29.21142571,0.110027283,0.274797375,-0.075467912,-1.688384557,-0.903037151,Peralihan 1,1.9147110770041216,South West,0.2849719337909093,East
450,4/10/2019,4800,2400,3300,0,1800,28.89357207,0.11624307,0.146096462,-0.108297111,-3.765111993,-1.150069426,Peralihan 1,3.936842390095444,West,0.18185829774817472,South East
451,4/11/2019,10950,1020,3230,100,540,28.76285229,0.093075236,-0.035401473,-0.147578791,-4.845892807,-0.003711332,Peralihan 1,4.845894228201804,West,0.15176548963315542,South
452,4/12/2019,15510,5295,23990,450,3210,28.66428486,0.085987893,-0.159829793,-0.169377727,-3.291352157,-1.868931764,Peralihan 1,3.784957722336764,South West,0.23288275405042208,South West
453,4/13/2019,33793,8460,25792,80,6453,28.60714064,0.104027619,-0.236736443,-0.212408823,-4.52064485,-3.399610264,Peralihan 1,5.656286750769065,South West,0.31805919501334584,South West
454,4/14/2019,6450,2920,11240,150,2590,28.39070793,0.103969125,-0.255221935,-0.20002703,-2.6827968,-1.729271964,Peralihan 1,3.191830226620247,South West,0.32426694070744416,South West
455,4/15/2019,11980,3330,2860,0,1930,28.59713957,0.095408376,-0.187645234,-0.122771602,-3.430657621,-2.095508271,Peralihan 1,4.020020724617572,South West,0.22424005017070692,South West
456,4/16/2019,11060,3640,7200,0,620,28.572852,0.092371256,-0.18040799,-0.075511513,-4.141715957,-1.963637321,Peralihan 1,4.583632031139987,South West,0.19557359599748958,South West
457,4/17/2019,0,50,200,50,0,28.59571843,0.090524419,-0.165584714,-0.051445487,-2.580526221,-0.02829059,Peralihan 1,2.5806812927502474,West,0.17339243248518363,West
458,4/18/2019,549,470,875,0,150,28.79142543,0.08301577,-0.160876147,-0.01883428,-4.49446695,-0.292679276,Peralihan 1,4.5039864923467725,West,0.16197488933993445,West
459,4/19/2019,0,50,300,70,0,28.83142971,0.076813508,-0.213760362,0.054410142,-3.358749764,-1.672863686,Peralihan 1,3.752289019932708,South West,0.22057641740410786,West
460,4/20/2019,0,400,500,150,0,28.61713736,0.073974006,-0.263156745,0.079566114,-3.966793529,-0.85320485,Peralihan 1,4.057512713200021,West,0.2749222416176182,West
461,4/21/2019,0,0,0,0,0,28.77143,0.087273247,-0.233902579,0.164058787,-3.330921179,-0.901959116,Peralihan 1,3.450879039845681,West,0.2857021211940202,North West
462,4/24/2019,0,0,0,0,0,28.70213964,0.085594149,-0.466671607,0.007978409,-5.781625614,-3.396726521,Peralihan 1,6.705590637589327,South West,0.4667398030917587,West
463,4/25/2019,11828,4765,21008,180,4790,28.51356943,0.084265726,-0.556919209,0.080961246,-5.152495271,-0.524026124,Peralihan 1,5.1790743281316045,West,0.5627732480378382,West
464,4/26/2019,11270,5600,14410,100,3470,28.632856,0.116365018,-0.517070749,0.232856225,-5.650735957,-3.188611286,Peralihan 1,6.4883016875712,South West,0.567083927644464,North West
465,4/27/2019,22843,5544,22258,160,11337,28.70000107,0.129823556,-0.438463781,0.207743855,-3.181665207,-2.929990093,Peralihan 1,4.32525553401328,South West,0.4851886195481887,North West
466,4/28/2019,25690,3690,21170,0,4970,28.67214314,0.129426793,-0.417449609,0.140472341,-3.029549629,-2.284919436,Peralihan 1,3.794605089279331,South West,0.4404505132705298,West
